shipping_id,order_id,shipping_date,return_date,shipping providers,delivery_status
18284,11965,2022-07-22,2022-08-02,dhl,Returned 
18285,2515,2022-06-27,2022-07-04,dhl,Returned 
18286,7417,2022-06-26,2022-07-06,dhl,Returned 
18287,4064,2022-06-12,2022-06-21,dhl,Returned 
18288,4862,2022-06-07,2022-06-18,dhl,Returned 
18289,13952,2022-05-20,2022-06-03,dhl,Returned 
18290,13201,2022-04-28,2022-05-12,dhl,Returned 
18291,5240,2022-04-22,2022-04-29,dhl,Returned 
18292,18007,2022-04-17,2022-04-29,dhl,Returned 
18293,3876,2022-03-17,2022-03-31,dhl,Returned 
18294,16244,2022-03-01,2022-03-13,dhl,Returned 
18295,3188,2022-02-28,2022-03-13,dhl,Returned 
18296,13211,2022-02-22,2022-03-05,dhl,Returned 
18297,3536,2022-02-04,2022-02-14,dhl,Returned 
18298,10408,2022-01-25,2022-02-08,dhl,Returned 
18299,18945,2022-01-14,2022-01-21,dhl,Returned 
18300,12154,2021-11-24,2021-12-07,dhl,Returned 
18301,6678,2021-10-09,2021-10-19,dhl,Returned 
18302,3949,2021-10-07,2021-10-14,dhl,Returned 
18303,731,2021-10-04,2021-10-17,dhl,Returned 
18304,12036,2021-10-01,2021-10-08,dhl,Returned 
18305,18599,2021-09-30,2021-10-11,dhl,Returned 
18306,12115,2021-09-21,2021-10-04,dhl,Returned 
18307,7916,2021-09-13,2021-09-23,dhl,Returned 
18308,20047,2021-08-16,2021-08-29,dhl,Returned 
18309,19146,2021-07-30,2021-08-13,dhl,Returned 
18310,2858,2021-06-29,2021-07-07,dhl,Returned 
18311,1009,2021-07-02,2021-07-14,dhl,Returned 
18312,18290,2021-06-28,2021-07-12,dhl,Returned 
18313,14724,2021-06-22,2021-07-03,dhl,Returned 
18314,13442,2021-06-09,2021-06-17,dhl,Returned 
18315,3959,2021-05-23,2021-06-05,dhl,Returned 
18316,17337,2021-05-19,2021-05-30,dhl,Returned 
18317,17918,2021-05-08,2021-05-20,dhl,Returned 
18318,18720,2021-05-04,2021-05-12,dhl,Returned 
18319,4579,2021-04-30,2021-05-08,dhl,Returned 
18320,12135,2021-04-24,2021-05-07,dhl,Returned 
18321,8270,2021-04-13,2021-04-22,dhl,Returned 
18322,20716,2021-04-02,2021-04-14,dhl,Returned 
18323,12930,2021-03-25,2021-04-02,dhl,Returned 
18324,19357,2021-03-16,2021-03-28,dhl,Returned 
18325,5230,2021-03-11,2021-03-22,dhl,Returned 
18326,4274,2021-02-26,2021-03-10,dhl,Returned 
18327,8649,2021-02-02,2021-02-15,dhl,Returned 
18328,7316,2021-01-02,2021-01-16,dhl,Returned 
18329,2403,2020-11-30,2020-12-11,dhl,Returned 
18330,1220,2020-11-10,2020-11-22,dhl,Returned 
18331,5848,2020-10-18,2020-10-28,dhl,Returned 
18332,5810,2020-07-19,2020-08-02,dhl,Returned 
18333,10950,2020-07-04,2020-07-11,dhl,Returned 
18334,2766,2020-06-05,2020-06-19,dhl,Returned 
18335,6667,2020-05-09,2020-05-19,dhl,Returned 
18336,13173,2020-05-06,2020-05-18,dhl,Returned 
18337,324,2020-04-03,2020-04-16,dhl,Returned 
18338,9165,2020-03-31,2020-04-13,dhl,Returned 
18339,9494,2020-04-02,2020-04-09,dhl,Returned 
18340,8376,2020-03-12,2020-03-26,dhl,Returned 
18341,196,2020-03-03,2020-03-15,dhl,Returned 
18342,13245,2020-02-27,2020-03-11,dhl,Returned 
18343,5573,2020-02-12,2020-02-26,dhl,Returned 
18344,12012,2020-01-10,2020-01-22,dhl,Returned 
18345,20948,2024-06-19,2024-07-02,dhl,Returned 
18346,20990,2024-05-21,2024-05-28,dhl,Returned 
18347,21285,2024-04-26,2024-05-08,dhl,Returned 
18348,21416,2024-02-29,2024-03-11,dhl,Returned 
18349,990,2024-01-29,2024-02-08,dhl,Returned 
18350,12002,2024-01-20,2024-02-02,dhl,Returned 
18351,18,2024-01-07,2024-01-19,dhl,Returned 
18352,2727,2024-01-03,2024-01-17,dhl,Returned 
18353,3681,2023-12-25,2024-01-06,dhl,Returned 
18354,171,2023-12-18,2023-12-27,dhl,Returned 
18355,7255,2023-12-11,2023-12-21,dhl,Returned 
18356,13129,2023-12-05,2023-12-15,dhl,Returned 
18357,2425,2023-12-03,2023-12-15,dhl,Returned 
18358,14964,2023-10-03,2023-10-10,dhl,Returned 
18359,17521,2023-09-23,2023-10-06,dhl,Returned 
18360,10287,2023-08-29,2023-09-05,dhl,Returned 
18361,12396,2023-08-30,2023-09-10,dhl,Returned 
18362,16677,2023-08-30,2023-09-13,dhl,Returned 
18363,1846,2023-08-09,2023-08-20,dhl,Returned 
18364,1704,2023-08-08,2023-08-20,dhl,Returned 
18365,16759,2023-07-13,2023-07-23,dhl,Returned 
18366,19718,2023-07-06,2023-07-15,dhl,Returned 
18367,15355,2023-06-15,2023-06-25,dhl,Returned 
18368,18629,2023-06-13,2023-06-26,dhl,Returned 
18369,813,2023-06-12,2023-06-22,dhl,Returned 
18370,10534,2023-05-31,2023-06-08,dhl,Returned 
18371,18131,2023-05-07,2023-05-21,dhl,Returned 
18372,19632,2023-05-04,2023-05-18,dhl,Returned 
18373,15512,2023-04-30,2023-05-09,dhl,Returned 
18374,6494,2023-04-21,2023-05-02,dhl,Returned 
18375,19089,2023-03-31,2023-04-11,dhl,Returned 
18376,11632,2023-03-03,2023-03-13,dhl,Returned 
18377,14312,2023-03-05,2023-03-18,dhl,Returned 
18378,1082,2023-02-24,2023-03-05,dhl,Returned 
18379,13153,2023-01-12,2023-01-24,dhl,Returned 
18380,1767,2022-12-17,2022-12-26,dhl,Returned 
18381,15878,2022-12-06,2022-12-20,dhl,Returned 
18382,17873,2022-11-24,2022-12-01,dhl,Returned 
18383,3695,2022-09-22,2022-10-02,dhl,Returned 
18384,20502,2022-08-25,2022-09-04,dhl,Returned 
18385,19462,2022-08-10,2022-08-20,dhl,Returned 
18386,10123,2022-07-26,2022-08-05,dhl,Returned 
18387,8657,2022-07-10,2022-07-24,dhl,Returned 
18388,14136,2022-06-28,2022-07-07,dhl,Returned 
18389,466,2022-06-24,2022-07-04,dhl,Returned 
18390,13702,2022-06-24,2022-07-02,dhl,Returned 
18391,1364,2022-06-19,2022-06-26,dhl,Returned 
18392,14142,2022-06-14,2022-06-22,dhl,Returned 
18393,13240,2022-06-08,2022-06-20,dhl,Returned 
18394,2739,2022-06-07,2022-06-17,dhl,Returned 
18395,20092,2022-05-25,2022-06-03,dhl,Returned 
18396,18438,2022-05-21,2022-05-30,dhl,Returned 
18397,14655,2022-05-08,2022-05-19,dhl,Returned 
18398,19011,2022-03-23,2022-04-03,dhl,Returned 
18399,15855,2022-03-08,2022-03-18,dhl,Returned 
18400,8775,2022-02-23,2022-03-08,dhl,Returned 
18401,2779,2022-01-27,2022-02-03,dhl,Returned 
18402,3609,2022-01-19,2022-01-28,dhl,Returned 
18403,6003,2022-01-17,2022-01-24,dhl,Returned 
18404,16730,2021-12-19,2021-12-30,dhl,Returned 
18405,14535,2021-12-09,2021-12-23,dhl,Returned 
18406,17444,2021-12-06,2021-12-14,dhl,Returned 
18407,8269,2021-11-22,2021-11-30,dhl,Returned 
18408,5990,2021-11-16,2021-11-26,dhl,Returned 
18409,3918,2021-10-28,2021-11-06,dhl,Returned 
18410,17007,2021-10-01,2021-10-15,dhl,Returned 
18411,3206,2021-10-02,2021-10-13,dhl,Returned 
18412,18540,2021-09-05,2021-09-19,dhl,Returned 
18413,16343,2021-08-24,2021-09-01,dhl,Returned 
18414,9548,2021-08-06,2021-08-15,dhl,Returned 
18415,5901,2021-08-01,2021-08-12,dhl,Returned 
18416,11679,2021-07-22,2021-08-03,dhl,Returned 
18417,12569,2021-07-11,2021-07-20,dhl,Returned 
18418,4345,2021-07-07,2021-07-19,dhl,Returned 
18419,12882,2021-06-14,2021-06-26,dhl,Returned 
18420,10209,2021-05-26,2021-06-09,dhl,Returned 
18421,10658,2021-04-12,2021-04-22,dhl,Returned 
18422,13986,2021-03-16,2021-03-24,dhl,Returned 
18423,10519,2021-03-06,2021-03-20,dhl,Returned 
18424,10248,2021-02-15,2021-02-22,dhl,Returned 
18425,148,2021-02-14,2021-02-27,dhl,Returned 
18426,8660,2020-12-19,2020-12-26,dhl,Returned 
18427,6573,2020-11-28,2020-12-12,dhl,Returned 
18428,16782,2020-10-13,2020-10-25,dhl,Returned 
18429,1650,2020-10-07,2020-10-15,dhl,Returned 
18430,3190,2020-09-07,2020-09-17,dhl,Returned 
18431,1855,2020-09-06,2020-09-19,dhl,Returned 
18432,4473,2020-06-23,2020-07-01,dhl,Returned 
18433,2003,2020-05-17,2020-05-26,dhl,Returned 
18434,8840,2020-05-13,2020-05-25,dhl,Returned 
18435,7299,2020-03-17,2020-03-24,dhl,Returned 
18436,21162,2024-06-23,2024-07-02,dhl,Returned 
18437,21545,2024-04-28,2024-05-09,dhl,Returned 
18438,21477,2024-04-23,2024-05-05,dhl,Returned 
18439,21369,2024-01-27,2024-02-03,dhl,Returned 
18440,20949,2024-01-22,2024-02-03,dhl,Returned 
18441,9909,2023-12-25,2024-01-01,dhl,Returned 
18442,6987,2023-12-23,2024-01-06,dhl,Returned 
18443,1481,2023-12-20,2023-12-30,dhl,Returned 
18444,16834,2023-11-24,2023-12-08,dhl,Returned 
18445,3788,2023-10-29,2023-11-09,dhl,Returned 
18446,11085,2023-09-29,2023-10-07,dhl,Returned 
18447,14480,2023-09-13,2023-09-23,dhl,Returned 
18448,13434,2023-09-02,2023-09-15,dhl,Returned 
18449,8555,2023-08-16,2023-08-26,dhl,Returned 
18450,15493,2023-08-19,2023-09-02,dhl,Returned 
18451,638,2023-08-16,2023-08-28,dhl,Returned 
18452,13586,2023-08-12,2023-08-20,dhl,Returned 
18453,3496,2023-08-13,2023-08-20,dhl,Returned 
18454,20298,2023-08-08,2023-08-21,dhl,Returned 
18455,10503,2023-06-22,2023-07-06,dhl,Returned 
18456,10126,2023-05-13,2023-05-24,dhl,Returned 
18457,9463,2023-05-09,2023-05-19,dhl,Returned 
18458,8641,2023-04-07,2023-04-17,dhl,Returned 
18459,18344,2023-03-30,2023-04-07,dhl,Returned 
18460,6367,2023-03-24,2023-04-07,dhl,Returned 
18461,11502,2023-03-22,2023-04-01,dhl,Returned 
18462,13726,2023-03-09,2023-03-23,dhl,Returned 
18463,2384,2022-12-30,2023-01-10,dhl,Returned 
18464,1615,2022-12-18,2022-12-27,dhl,Returned 
18465,5755,2022-12-17,2022-12-30,dhl,Returned 
18466,13233,2022-12-06,2022-12-13,dhl,Returned 
18467,8955,2022-11-22,2022-11-30,dhl,Returned 
18468,184,2022-11-22,2022-11-30,dhl,Returned 
18469,3168,2022-11-19,2022-11-30,dhl,Returned 
18470,5057,2022-11-12,2022-11-20,dhl,Returned 
18471,3039,2022-10-24,2022-11-04,dhl,Returned 
18472,12652,2022-10-22,2022-10-29,dhl,Returned 
18473,13961,2022-10-11,2022-10-23,dhl,Returned 
18474,8531,2022-09-19,2022-09-26,dhl,Returned 
18475,13711,2022-08-09,2022-08-20,dhl,Returned 
18476,4634,2022-08-09,2022-08-19,dhl,Returned 
18477,5590,2022-08-01,2022-08-08,dhl,Returned 
18478,8422,2022-07-25,2022-08-05,dhl,Returned 
18479,6418,2022-07-22,2022-08-03,dhl,Returned 
18480,6410,2022-07-17,2022-07-28,dhl,Returned 
18481,4732,2022-06-18,2022-06-28,dhl,Returned 
18482,4992,2022-06-15,2022-06-24,dhl,Returned 
18483,13363,2022-06-09,2022-06-23,dhl,Returned 
18484,231,2022-05-27,2022-06-05,dhl,Returned 
18485,11959,2022-05-17,2022-05-24,dhl,Returned 
18486,1478,2022-04-29,2022-05-10,dhl,Returned 
18487,20070,2022-04-09,2022-04-16,dhl,Returned 
18488,13752,2022-03-27,2022-04-10,dhl,Returned 
18489,4056,2022-03-14,2022-03-22,dhl,Returned 
18490,12251,2022-03-09,2022-03-19,dhl,Returned 
18491,10417,2022-03-08,2022-03-15,dhl,Returned 
18492,4362,2022-02-12,2022-02-22,dhl,Returned 
18493,6788,2022-01-30,2022-02-08,dhl,Returned 
18494,10131,2022-01-19,2022-01-29,dhl,Returned 
18495,8238,2021-12-26,2022-01-05,dhl,Returned 
18496,524,2021-12-17,2021-12-28,dhl,Returned 
18497,19557,2021-12-14,2021-12-23,dhl,Returned 
18498,3727,2021-12-11,2021-12-21,dhl,Returned 
18499,8145,2021-12-05,2021-12-19,dhl,Returned 
18500,7224,2021-10-15,2021-10-29,dhl,Returned 
18501,4035,2021-09-05,2021-09-19,dhl,Returned 
18502,19760,2021-09-06,2021-09-15,dhl,Returned 
18503,9806,2021-08-26,2021-09-02,dhl,Returned 
18504,716,2021-08-20,2021-08-30,dhl,Returned 
18505,18230,2021-08-22,2021-08-29,dhl,Returned 
18506,20262,2021-08-17,2021-08-30,dhl,Returned 
18507,17346,2021-07-28,2021-08-10,dhl,Returned 
18508,13220,2021-07-22,2021-08-04,dhl,Returned 
18509,12628,2021-07-15,2021-07-23,dhl,Returned 
18510,19864,2021-07-02,2021-07-11,dhl,Returned 
18511,10281,2021-06-15,2021-06-28,dhl,Returned 
18512,14618,2021-06-14,2021-06-22,dhl,Returned 
18513,12617,2021-06-12,2021-06-26,dhl,Returned 
18514,20215,2021-06-05,2021-06-15,dhl,Returned 
18515,12830,2021-04-16,2021-04-23,dhl,Returned 
18516,11115,2021-04-05,2021-04-14,dhl,Returned 
18517,19331,2021-02-12,2021-02-25,dhl,Returned 
18518,4291,2021-02-10,2021-02-22,dhl,Returned 
18519,2220,2021-01-12,2021-01-20,dhl,Returned 
18520,19503,2021-01-15,2021-01-28,dhl,Returned 
18521,19655,2021-01-08,2021-01-17,dhl,Returned 
18522,5859,2020-11-26,2020-12-04,dhl,Returned 
18523,8979,2020-11-10,2020-11-22,dhl,Returned 
18524,17278,2020-11-09,2020-11-19,dhl,Returned 
18525,8890,2020-10-22,2020-11-04,dhl,Returned 
18526,18201,2020-09-17,2020-10-01,dhl,Returned 
18527,1471,2020-07-28,2020-08-10,dhl,Returned 
18528,150,2020-07-16,2020-07-30,dhl,Returned 
18529,7736,2020-07-09,2020-07-19,dhl,Returned 
18530,8786,2020-07-09,2020-07-22,dhl,Returned 
18531,11690,2020-07-02,2020-07-14,dhl,Returned 
18532,4343,2020-06-25,2020-07-05,dhl,Returned 
18533,6246,2020-06-15,2020-06-26,dhl,Returned 
18534,6628,2020-05-19,2020-05-28,dhl,Returned 
18535,1539,2020-05-11,2020-05-20,dhl,Returned 
18536,7551,2020-05-07,2020-05-20,dhl,Returned 
18537,6147,2020-03-26,2020-04-03,dhl,Returned 
18538,19245,2020-03-18,2020-03-25,dhl,Returned 
18539,18703,2020-02-23,2020-03-05,dhl,Returned 
18540,9323,2020-01-31,2020-02-08,dhl,Returned 
18541,21483,2024-04-03,2024-04-10,dhl,Returned 
18542,21620,2024-03-05,2024-03-18,dhl,Returned 
18543,21139,2024-02-01,2024-02-13,dhl,Returned 
18544,1619,2024-01-01,2024-01-14,dhl,Returned 
18545,16878,2023-12-04,2023-12-16,dhl,Returned 
18546,14357,2023-12-01,2023-12-12,dhl,Returned 
18547,17264,2023-11-22,2023-12-06,dhl,Returned 
18548,5051,2023-10-09,2023-10-22,dhl,Returned 
18549,11173,2023-08-11,2023-08-18,dhl,Returned 
18550,16959,2023-07-28,2023-08-06,dhl,Returned 
18551,13082,2023-07-31,2023-08-07,dhl,Returned 
18552,16431,2023-07-25,2023-08-07,dhl,Returned 
18553,9474,2023-06-28,2023-07-08,dhl,Returned 
18554,19912,2023-06-07,2023-06-21,dhl,Returned 
18555,9093,2023-05-28,2023-06-05,dhl,Returned 
18556,18346,2023-05-27,2023-06-05,dhl,Returned 
18557,10968,2023-05-27,2023-06-06,dhl,Returned 
18558,20058,2023-05-02,2023-05-10,dhl,Returned 
18559,10071,2023-04-19,2023-04-29,dhl,Returned 
18560,15540,2023-04-18,2023-04-27,dhl,Returned 
18561,19584,2023-04-12,2023-04-23,dhl,Returned 
18562,19095,2023-03-14,2023-03-23,dhl,Returned 
18563,131,2023-03-08,2023-03-20,dhl,Returned 
18564,19238,2023-03-06,2023-03-18,dhl,Returned 
18565,4881,2023-02-23,2023-03-04,dhl,Returned 
18566,18563,2023-01-18,2023-01-28,dhl,Returned 
18567,14681,2022-10-31,2022-11-13,dhl,Returned 
18568,10616,2022-09-10,2022-09-17,dhl,Returned 
18569,7049,2022-07-22,2022-07-29,dhl,Returned 
18570,2793,2022-07-11,2022-07-24,dhl,Returned 
18571,4534,2022-07-08,2022-07-22,dhl,Returned 
18572,1791,2022-06-05,2022-06-12,dhl,Returned 
18573,13083,2022-05-28,2022-06-11,dhl,Returned 
18574,7998,2022-05-15,2022-05-29,dhl,Returned 
18575,18102,2022-04-28,2022-05-12,dhl,Returned 
18576,14022,2022-04-24,2022-05-02,dhl,Returned 
18577,11015,2022-03-27,2022-04-07,dhl,Returned 
18578,14539,2022-01-28,2022-02-04,dhl,Returned 
18579,6802,2021-12-26,2022-01-04,dhl,Returned 
18580,8535,2021-12-14,2021-12-26,dhl,Returned 
18581,17843,2021-12-01,2021-12-14,dhl,Returned 
18582,7296,2021-10-12,2021-10-26,dhl,Returned 
18583,2415,2021-10-03,2021-10-14,dhl,Returned 
18584,604,2021-09-26,2021-10-07,dhl,Returned 
18585,3282,2021-09-05,2021-09-18,dhl,Returned 
18586,17475,2021-08-16,2021-08-24,dhl,Returned 
18587,20818,2021-08-07,2021-08-19,dhl,Returned 
18588,7017,2021-07-31,2021-08-07,dhl,Returned 
18589,12105,2021-07-07,2021-07-20,dhl,Returned 
18590,204,2021-06-25,2021-07-05,dhl,Returned 
18591,4746,2021-06-09,2021-06-19,dhl,Returned 
18592,17133,2021-06-05,2021-06-12,dhl,Returned 
18593,19110,2021-05-12,2021-05-19,dhl,Returned 
18594,18640,2021-04-21,2021-05-03,dhl,Returned 
18595,10626,2021-03-29,2021-04-12,dhl,Returned 
18596,14435,2021-03-24,2021-04-07,dhl,Returned 
18597,7603,2021-03-24,2021-04-02,dhl,Returned 
18598,13651,2021-03-08,2021-03-21,dhl,Returned 
18599,4356,2021-03-03,2021-03-10,dhl,Returned 
18600,1040,2021-01-29,2021-02-08,dhl,Returned 
18601,4996,2020-12-11,2020-12-25,dhl,Returned 
18602,6427,2020-10-31,2020-11-07,dhl,Returned 
18603,7714,2020-08-25,2020-09-02,dhl,Returned 
18604,11182,2020-07-18,2020-07-27,dhl,Returned 
18605,11776,2020-07-18,2020-07-29,dhl,Returned 
18606,16118,2020-07-19,2020-07-29,dhl,Returned 
18607,402,2020-07-20,2020-07-29,dhl,Returned 
18608,8140,2020-06-29,2020-07-11,dhl,Returned 
18609,1592,2020-06-07,2020-06-14,dhl,Returned 
18610,10314,2020-05-20,2020-05-28,dhl,Returned 
18611,6187,2020-04-26,2020-05-04,dhl,Returned 
18612,8507,2020-03-28,2020-04-04,dhl,Returned 
18613,4748,2020-03-14,2020-03-22,dhl,Returned 
18614,2731,2020-01-31,2020-02-12,dhl,Returned 
18615,1997,2020-01-20,2020-02-02,dhl,Returned 
18616,5140,2020-01-16,2020-01-28,dhl,Returned 
18617,21022,2024-06-25,2024-07-07,dhl,Returned 
18618,21298,2024-05-28,2024-06-05,dhl,Returned 
18619,21215,2024-01-19,2024-01-28,dhl,Returned 
18620,3660,2024-01-05,2024-01-16,dhl,Returned 
18621,17326,2024-01-04,2024-01-18,dhl,Returned 
18622,11988,2023-12-20,2023-12-30,dhl,Returned 
18623,5766,2023-12-06,2023-12-20,dhl,Returned 
18624,37,2023-12-05,2023-12-18,dhl,Returned 
18625,7770,2023-12-01,2023-12-15,dhl,Returned 
18626,8149,2023-11-30,2023-12-10,dhl,Returned 
18627,2232,2023-11-22,2023-12-02,dhl,Returned 
18628,99,2023-10-19,2023-11-02,dhl,Returned 
18629,5002,2023-10-07,2023-10-14,dhl,Returned 
18630,12282,2023-09-20,2023-09-30,dhl,Returned 
18631,20544,2023-07-10,2023-07-18,dhl,Returned 
18632,18228,2023-06-25,2023-07-06,dhl,Returned 
18633,14508,2023-06-22,2023-07-05,dhl,Returned 
18634,18950,2023-05-22,2023-06-03,dhl,Returned 
18635,12760,2023-05-23,2023-05-30,dhl,Returned 
18636,19413,2023-05-17,2023-05-24,dhl,Returned 
18637,16597,2023-05-01,2023-05-10,dhl,Returned 
18638,2180,2023-03-13,2023-03-20,dhl,Returned 
18639,10987,2023-03-11,2023-03-22,dhl,Returned 
18640,14234,2023-03-10,2023-03-20,dhl,Returned 
18641,6975,2023-02-21,2023-03-05,dhl,Returned 
18642,3706,2023-02-13,2023-02-27,dhl,Returned 
18643,15339,2023-02-03,2023-02-13,dhl,Returned 
18644,375,2023-01-13,2023-01-27,dhl,Returned 
18645,1371,2022-12-09,2022-12-19,dhl,Returned 
18646,10300,2022-12-07,2022-12-16,dhl,Returned 
18647,5959,2022-11-23,2022-12-07,dhl,Returned 
18648,12946,2022-11-03,2022-11-10,dhl,Returned 
18649,14604,2022-06-23,2022-07-04,dhl,Returned 
18650,13241,2022-06-13,2022-06-24,dhl,Returned 
18651,2190,2022-05-23,2022-06-05,dhl,Returned 
18652,4744,2022-05-26,2022-06-05,dhl,Returned 
18653,12651,2022-05-22,2022-05-30,dhl,Returned 
18654,9543,2022-05-21,2022-06-04,dhl,Returned 
18655,14742,2022-05-13,2022-05-25,dhl,Returned 
18656,18850,2022-04-27,2022-05-06,dhl,Returned 
18657,8515,2022-04-18,2022-04-27,dhl,Returned 
18658,10750,2022-04-21,2022-04-30,dhl,Returned 
18659,19798,2022-04-09,2022-04-22,dhl,Returned 
18660,16240,2022-03-24,2022-04-06,dhl,Returned 
18661,15897,2022-03-22,2022-03-31,dhl,Returned 
18662,5899,2022-03-20,2022-04-03,dhl,Returned 
18663,13760,2022-03-07,2022-03-19,dhl,Returned 
18664,6310,2022-02-16,2022-02-26,dhl,Returned 
18665,9024,2021-12-23,2021-12-31,dhl,Returned 
18666,5662,2021-12-17,2021-12-27,dhl,Returned 
18667,15924,2021-12-10,2021-12-20,dhl,Returned 
18668,2966,2021-12-03,2021-12-14,dhl,Returned 
18669,19151,2021-12-01,2021-12-14,dhl,Returned 
18670,9610,2021-11-20,2021-11-29,dhl,Returned 
18671,6303,2021-10-29,2021-11-12,dhl,Returned 
18672,936,2021-10-15,2021-10-29,dhl,Returned 
18673,15864,2021-10-17,2021-10-30,dhl,Returned 
18674,17258,2021-10-09,2021-10-20,dhl,Returned 
18675,17425,2021-09-30,2021-10-10,dhl,Returned 
18676,9643,2021-09-30,2021-10-12,dhl,Returned 
18677,18235,2021-09-22,2021-10-01,dhl,Returned 
18678,1372,2021-09-14,2021-09-25,dhl,Returned 
18679,17437,2021-09-13,2021-09-23,dhl,Returned 
18680,19928,2021-08-02,2021-08-16,dhl,Returned 
18681,13386,2021-07-31,2021-08-12,dhl,Returned 
18682,15368,2021-07-25,2021-08-06,dhl,Returned 
18683,3641,2021-07-17,2021-07-31,dhl,Returned 
18684,18682,2021-07-12,2021-07-24,dhl,Returned 
18685,15470,2021-07-01,2021-07-08,dhl,Returned 
18686,2469,2021-06-20,2021-07-01,dhl,Returned 
18687,17079,2021-06-19,2021-06-28,dhl,Returned 
18688,18480,2021-06-23,2021-07-02,dhl,Returned 
18689,18880,2021-06-09,2021-06-20,dhl,Returned 
18690,16331,2021-05-26,2021-06-06,dhl,Returned 
18691,3399,2021-05-16,2021-05-24,dhl,Returned 
18692,9268,2021-05-15,2021-05-29,dhl,Returned 
18693,4346,2021-05-03,2021-05-11,dhl,Returned 
18694,2304,2021-04-05,2021-04-14,dhl,Returned 
18695,9596,2021-03-25,2021-04-02,dhl,Returned 
18696,2860,2021-03-23,2021-03-30,dhl,Returned 
18697,7133,2021-03-24,2021-04-03,dhl,Returned 
18698,13584,2021-03-09,2021-03-18,dhl,Returned 
18699,1503,2021-01-30,2021-02-12,dhl,Returned 
18700,19739,2021-01-21,2021-02-01,dhl,Returned 
18701,7560,2020-12-10,2020-12-20,dhl,Returned 
18702,16880,2020-10-10,2020-10-22,dhl,Returned 
18703,16876,2020-08-28,2020-09-08,dhl,Returned 
18704,14757,2020-08-01,2020-08-10,dhl,Returned 
18705,9009,2020-07-26,2020-08-04,dhl,Returned 
18706,2049,2020-07-20,2020-08-03,dhl,Returned 
18707,9662,2020-06-30,2020-07-07,dhl,Returned 
18708,8159,2020-05-03,2020-05-16,dhl,Returned 
18709,17971,2020-04-21,2020-04-29,dhl,Returned 
18710,8785,2020-02-12,2020-02-22,dhl,Returned 
18711,3738,2020-02-05,2020-02-12,dhl,Returned 
18712,21602,2024-07-25,2024-08-03,dhl,Returned 
18713,21360,2024-07-04,2024-07-11,dhl,Returned 
18714,21351,2024-07-01,2024-07-11,dhl,Returned 
18715,21462,2024-04-02,2024-04-16,dhl,Returned 
18716,21031,2024-03-21,2024-04-04,dhl,Returned 
18717,8396,2024-02-07,2024-02-15,dhl,Returned 
18718,3919,2024-02-02,2024-02-15,dhl,Returned 
18719,2467,2023-12-22,2024-01-01,dhl,Returned 
18720,8647,2023-11-02,2023-11-09,dhl,Returned 
18721,7709,2023-09-26,2023-10-10,dhl,Returned 
18722,17956,2023-09-27,2023-10-07,dhl,Returned 
18723,12927,2023-08-04,2023-08-18,dhl,Returned 
18724,6436,2023-08-04,2023-08-12,dhl,Returned 
18725,1696,2023-07-27,2023-08-09,dhl,Returned 
18726,13628,2023-07-15,2023-07-29,dhl,Returned 
18727,19789,2023-06-13,2023-06-27,dhl,Returned 
18728,6525,2023-05-27,2023-06-05,dhl,Returned 
18729,15648,2023-05-18,2023-05-31,dhl,Returned 
18730,17979,2023-05-12,2023-05-24,dhl,Returned 
18731,10782,2023-05-08,2023-05-17,dhl,Returned 
18732,10497,2023-04-30,2023-05-12,dhl,Returned 
18733,1408,2023-04-24,2023-05-04,dhl,Returned 
18734,12229,2023-03-27,2023-04-06,dhl,Returned 
18735,19824,2023-03-23,2023-04-03,dhl,Returned 
18736,18282,2023-03-12,2023-03-23,dhl,Returned 
18737,11611,2023-03-06,2023-03-20,dhl,Returned 
18738,6324,2023-02-11,2023-02-18,dhl,Returned 
18739,3821,2023-01-18,2023-01-31,dhl,Returned 
18740,138,2022-10-31,2022-11-08,dhl,Returned 
18741,20416,2022-09-02,2022-09-15,dhl,Returned 
18742,6342,2022-08-26,2022-09-05,dhl,Returned 
18743,3452,2022-08-14,2022-08-21,dhl,Returned 
18744,7183,2022-08-08,2022-08-22,dhl,Returned 
18745,12438,2022-07-28,2022-08-05,dhl,Returned 
18746,3630,2022-07-03,2022-07-17,dhl,Returned 
18747,1112,2022-06-10,2022-06-20,dhl,Returned 
18748,16924,2022-05-30,2022-06-11,dhl,Returned 
18749,7154,2022-05-14,2022-05-25,dhl,Returned 
18750,18330,2022-04-18,2022-05-02,dhl,Returned 
18751,5366,2022-04-18,2022-05-01,bluedart,Returned 
18752,6601,2022-04-16,2022-04-30,bluedart,Returned 
18753,18274,2022-04-09,2022-04-18,bluedart,Returned 
18754,16000,2022-04-08,2022-04-17,bluedart,Returned 
18755,9248,2022-04-01,2022-04-11,bluedart,Returned 
18756,10654,2022-03-15,2022-03-22,bluedart,Returned 
18757,16520,2022-03-07,2022-03-17,bluedart,Returned 
18758,13180,2022-03-03,2022-03-12,bluedart,Returned 
18759,17158,2021-12-06,2021-12-15,bluedart,Returned 
18760,18471,2021-11-28,2021-12-05,bluedart,Returned 
18761,5313,2021-11-13,2021-11-21,bluedart,Returned 
18762,8542,2021-11-09,2021-11-18,bluedart,Returned 
18763,6961,2021-10-30,2021-11-06,bluedart,Returned 
18764,4754,2021-10-12,2021-10-21,bluedart,Returned 
